author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Yael Halon,"Rudy Giuliani joins 'Tucker' after FBI raid, claims agents showed no interest in Hunter Biden hard drives","Rudy Giuliani joined ""Tucker Carlson Tonight"" Thursday for his first television interview since the FBI raided his New York City apartment and seized the former New York City mayor's electronic devices in connection with a probe of whether he violated the law…",https://www.foxnews.com/media/rudy-giuliani-reacts-fbi-raid-apartment-hunter-biden-ukraine,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/1b6b456e-002b-41ae-9f34-9139f1adf211/0b278d52-b427-4f1f-9dac-03440d5cda90/1280x720/match/image.jpg,2021-04-30T01:55:02Z,"Rudy Giuliani joined ""Tucker Carlson Tonight"" Thursday for his first television interview since the FBI raided his New York City apartment and seized the former New York City mayor's electronic devic… [+4497 chars]",fox-news,Fox News
Paul Best,"Georgia bee invasion: More than 100,000 bees set up shop in woman's home for third time","A Georgia woman was buzzing Wednesday about a 100,000-strong bee colony she found in the ceiling of her home, which was the third invasion since 2017.",https://www.foxnews.com/us/georgia-bee-invasion-more-than-100000-bees-womans-home-third-time,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/130_7919.MXF_.17_05_44_02.Still001.jpg,2021-04-30T01:54:10Z,"A Georgia woman was buzzing Wednesday about a 100,000-strong bee colony she found in the ceiling of her home, which was the third invasion since 2017. 
""I guess I'm the Queen Bee,"" Lisa Ohrmundt tol… [+1139 chars]",fox-news,Fox News
Angelica Stabile,Chaffetz: Sen. Tim Scott put ‘meat on the bones’ of Republican priorities,Jason Chaffetz joins Tomi Lahren and Fox Nation panelists to react to President Biden and Sen. Tim Scott's address to Congress.,https://www.foxnews.com/media/chaffetz-sen-tim-scott-put-meat-on-the-bones-of-republican-priorities,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/AP21119119882557.jpg,2021-04-30T01:49:38Z,"Sen. Tim Scott, R-S.C., hit a home run with his congressional address, Fox News contributor Jason Chaffetz expressed to Fox Nation Wednesday.
""Sen. Scott, I thought, was rich in terms of being relat… [+1511 chars]",fox-news,Fox News
Ryan Gaydos,Kyle Pitts makes history as Falcons select him with No. 4 pick,The Atlanta Falcons’ selection of tight end Kyle Pitts with the No. 4 pick of the NFL Draft on Thursday night made history.,https://www.foxnews.com/sports/kyle-pitts-makes-history-falcons,https://static.foxnews.com/foxnews.com/content/uploads/2020/12/AP20350736657839.jpg,2021-04-30T01:39:26Z,"The Atlanta Falcons selection of tight end Kyle Pitts with the No. 4 pick of the NFL Draft on Thursday night made history.
Pitts became the highest-drafted tight end in NFL history. The honor previo… [+1327 chars]",fox-news,Fox News
Michael Ruiz,"NYC driver slams into Astoria-Ditmars outdoor dining area, multiple people injured, police say","Multiple people have been injured after a car slammed into a New York City restaurant’s outdoor dining area in the Astoria-Ditmars section of Queens Thursday evening, police said.",https://www.foxnews.com/us/nyc-astoria-driver-slams-into-outdoor-dining-area,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/Motorist-Crash.jpg,2021-04-30T01:37:34Z,"Multiple people have been injured after a car slammed into a New York City restaurants outdoor dining area in the Astoria-Ditmars section of Queens Thursday evening, police said.
The NYPD urged peop… [+1054 chars]",fox-news,Fox News
Nate Day,"Kate Middleton, Prince William share rare video with their three kids","Prince William and Kate Middleton, Duke and Duchess of Cambridge, shared an adorable video of their family of five playing together on their 10th wedding anniversary",https://www.foxnews.com/entertainment/kate-middleton-prince-william-video-children-playing,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/Prince-William-family.jpg,2021-04-30T01:32:49Z,"Kate Middleton and Prince William are giving fans a peek into their family life.
The royal duo celebrated their 10th wedding anniversary on Thursday and after receiving well wishes, they took to soc… [+2147 chars]",fox-news,Fox News
Paulina Dedaj,Zach Wilson offers Jets fans bold prediction: 'We're going to the Super Bowl',"The New York Jets entered a new era Thursday night after drafting BYU’s Zach Wilson with the No. 2  pick and according to the rookie, his reign as quarterback will include a Super Bowl appearance.",https://www.foxnews.com/sports/zach-wilson-jets-super-bowl-prediction,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/AP21120027870442.jpg,2021-04-30T01:23:31Z,"The New York Jets entered a new era Thursday night after drafting BYUs Zach Wilson with the No. 2  pick and according to the rookie, his reign as quarterback will include a Super Bowl appearance.
Wi… [+1334 chars]",fox-news,Fox News
Daniel Canova,"49ers land Trey Lance with highly anticipated No. 3 pick, social media reacts",The San Francisco 49ers have made their highly anticipated pick.,https://www.foxnews.com/sports/49ers-trey-lance-no-3-pick-social-media-reacts,https://static.foxnews.com/foxnews.com/content/uploads/2021/04/AP21120032126849.jpg,2021-04-30T01:20:39Z,"The San Francisco 49ers have made their highly anticipated pick.
Its Trey Lance.
The 49ers took the North Dakota State product with the No. 3 pick in the 2021 NFL Draft on Thursday night.
Lance wa… [+1583 chars]",fox-news,Fox News
Caitlin McFall,Biden planning way to circumvent Trump ‘Remain in Mexico’ policy,"The Biden administration is looking to create a system that would allow some migrants to receive ""humanitarian exceptions"" to enter the U.S., despite the controversial Trump-era ""Remain in Mexico"" policy, first reported Buzz Feed News.",https://www.foxnews.com/politics/biden-administration-to-create-trump-era-remain-in-mexico-work-around,https://static.foxnews.com/foxnews.com/content/uploads/2021/03/GettyImages-1231637274.jpg,2021-04-30T01:20:18Z,"The Biden administration is looking to create a system that would allow some migrants to receive ""humanitarian exceptions"" to enter the U.S., despite the controversial Trump-era ""Remain in Mexico"" po… [+5017 chars]",fox-news,Fox News
Fox News Staff,"Sen. Shelley Moore Capito slams Twitter to allow ‘Uncle Tim’ to trend, says it’s ‘shameful’","Sen. Shelley Moore Capito, R-W.Va., told “America Reports,” that it’s “shameful” for Twitter to allow “Uncle Tim” racial slur to trend against Sen. Tim Scott following his rebuttal to President Biden's address to Congress.",https://www.foxnews.com/media/shelley-moore-capito-twitter-uncle-tim,https://cf-images.us-east-1.prod.boltdns.net/v1/static/694940094001/19e5c5e7-9516-4501-b34c-0a3d574649b8/a8fbb2a3-bcb9-4e28-a4eb-3893bedd66b5/1280x720/match/image.jpg,2021-04-30T01:12:57Z,"Sen. Shelley Moore Capito, R-W.Va., told ""America Reports,"" that its ""shameful"" for Twitter to allow ""Uncle Tim"" racial slur to trend against Sen. Tim Scott following his rebuttal to President Biden'… [+530 chars]",fox-news,Fox News
