author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Dennis Romero,"California passes 600,000 coronavirus cases","California reaches milestone of more than 600,000 coronavirus cases. It has more cases than Florida and New York.",https://www.nbcnews.com/news/us-news/california-has-seen-more-600-000-coronavirus-cases-n1236704,https://media2.s-nbcnews.com/j/newscms/2020_33/3404461/200813-california-airport-testing-coronavirus-ac-808p_9982a164cb4bf034bfee9d52d03d9241.nbcnews-fp-1200-630.jpg,2020-08-14T00:41:49Z,"California became the first state to surpass 600,000 coronavirus cases, an NBC News tally of data determined Thursday.
Florida has recorded 557,137 cases, and Texas, 527,715.
Let our news meet your… [+1206 chars]",nbc-news,NBC News
Tom Winter,"Ghislaine Maxwell won't be moved to general jail population, prosecutors say","Federal prosecutors said Thursday the Bureau of Prisons has no plans to move Ghislaine Maxwell, associate of Jeffrey Epstein, into the general jail population.",https://www.nbcnews.com/news/us-news/ghislaine-maxwell-won-t-be-moved-general-jail-population-prosecutors-n1236703,https://media4.s-nbcnews.com/j/newscms/2020_29/2967126/190810-jeffrey-epstein-ghislaine-maxwell-al-1142_df5172a46aaf367f04ace9e54a52e881.nbcnews-fp-1200-630.jpg,2020-08-14T00:25:01Z,"Federal prosecutors said in a court filing Thursday that the Bureau of Prisons has no plans to move Ghislaine Maxwell, longtime associate of Jeffrey Epstein, into the general population of the New Yo… [+2044 chars]",nbc-news,NBC News
NBCNews.com,Trump says he ‘heard’ a rumor Kamala Harris is not eligible to be VP,"President Trump said he ""heard"" a rumor that Kamala Harris is not eligible to be vice president. The conspiracy is false and Harris is eligible to be vice president under the constitutional requirements.",https://www.nbcnews.com/video/trump-says-he-heard-a-rumor-kamala-harris-is-not-eligible-to-be-vp-90041413919,https://media13.s-nbcnews.com/j/MSNBC/Components/Video/202008/f_mo_trump_kamala_birth_200813_1920x1080.nbcnews-fp-1200-630.jpg,2020-08-14T00:19:04Z,,nbc-news,NBC News
Gretchen Morgenson,Executive responsible for making sure Wells Fargo follows regulations is departing,"The executive responsible for making sure Wells Fargo follows laws and regulations is departing after two and half years in the post. Michael Roemer, head of compliance, is leaving following what the bank says is a change in its risk management program that w…",https://www.nbcnews.com/business/personal-finance/executive-responsible-making-sure-wells-fargo-follows-regulations-departing-n1236692,https://media1.s-nbcnews.com/j/newscms/2020_33/3404421/200813-2x1-mike-roemer-wells-fargo-ew-630p_9aba985c5a6e28377094949bae5e1a71.nbcnews-fp-1200-630.jpg,2020-08-14T00:08:05Z,"The executive responsible for making sure Wells Fargo follows laws and regulations is departing after two and half years in the post.
Michael Roemer, head of compliance, is leaving following what th… [+2661 chars]",nbc-news,NBC News
The Associated Press,Trump echoes fringe birther attack on Harris,"Harris, Joe Biden's vice presidential pick, was born in Oakland, California, and is eligible to be president under the constitutional requirements.",https://www.nbcnews.com/politics/2020-election/trump-echoes-fringe-birther-attack-harris-n1236701,https://media2.s-nbcnews.com/j/newscms/2020_33/3404427/200813-donald-trump-ac-659p_89e73a7409a19a581b6a17dd463364d3.nbcnews-fp-1200-630.jpg,2020-08-14T00:01:00Z,"WASHINGTON President Donald Trump on Thursday gave credence to a false and racist conspiracy about Kamala Harris eligibility to be president, fueling an online misinformation campaign that parallels … [+1657 chars]",nbc-news,NBC News
Kristen Welker and Dennis Romero,Trump requests absentee ballot to vote by mail,Trump has criticized mail-in voting as rife with fraud. But he and First Lady Melania Trump have requested absentee ballots.,https://www.nbcnews.com/politics/donald-trump/amid-criticism-over-mail-voting-trump-requests-absentee-ballot-n1236714,https://media3.s-nbcnews.com/j/newscms/2020_25/3391395/200619-donald-trump-melania-trump-ew-612p_892c163103f786bf6244792c63bdbfb7.nbcnews-fp-1200-630.jpg,2020-08-14T05:21:00Z,"President Donald Trump, whose campaign has tried to thwart mail-in voting, has requested an absentee ballot that will allow him to cast a Florida primary ballot via the U.S. Postal Service.
The requ… [+1920 chars]",nbc-news,NBC News
Dennis Romero and Geoff Bennett,Postal Service warns Pennsylvania that mail-in ballots may arrive too late,The U.S. Postal Service said in a letter to a top Pennsylvania official that mail-in ballots might be late enough to miss the election.,https://www.nbcnews.com/news/us-news/u-s-postal-service-warns-pennsylvania-mail-ballots-may-be-n1236713,https://media1.s-nbcnews.com/j/newscms/2020_16/3307826/200414-usps-coronavirus-mail-cs-225p_a230a89bddee8a35bc79ac82cbcff9c0.nbcnews-fp-1200-630.jpg,2020-08-14T05:01:01Z,"The U.S. Postal Service says it's unlikely there will be enough time to request, complete and return mail-in ballots in Pennsylvania to be counted for the Nov. 3 presidential election.
Thomas J. Mar… [+3863 chars]",nbc-news,NBC News
Alexander Smith and Yuliya Talmazan,Why going 'zero-COVID' could put an end to Europe's worst outbreak,"Prime Minister Boris Johnson is facing calls for stricter COVID-19 measures to stamp out the disease, following the example of New Zealand.",https://www.nbcnews.com/news/world/could-zero-covid-approach-end-europe-s-worst-coronavirus-outbreak-n1236357,https://media1.s-nbcnews.com/j/newscms/2020_31/3401296/200731-beachgoers-brighton-england-se-1149a_2c54cfcf1f899458f22ca4dbf5c430ef.nbcnews-fp-1200-630.jpg,2020-08-14T09:34:12Z,"LONDON The United Kingdom has been battered by the coronavirus.
The governments response has been heavily criticized, the human and economic costs have been huge and a ""second wave"" may be looming.… [+6874 chars]",nbc-news,NBC News
NBCNews.com,Colorado wildfires force evacuations as red flag warnings issued,The Cameron Peak and Pine Gulch fires are expected to grow as weather conditions fan the flames.,https://www.nbcnews.com/video/colorado-wildfires-force-evacuations-as-red-flag-warnings-issued-90054213778,https://media11.s-nbcnews.com/j/MSNBC/Components/Video/202008/PEAK-FIRE-NA21F08142020.nbcnews-fp-1200-630.jpg,2020-08-14T09:27:42Z,,nbc-news,NBC News
Reuters,Erdogan warns of 'high price' following attack on Turkish ship,"Turkey's Tayyip Erdogan said Thursday that any attack on a Turkish ship exploring for oil and gas in disputed Mediterranean waters would incur a ""high price.""",https://www.nbcnews.com/news/world/erdogan-says-attack-turkish-ship-mediterranean-dispute-will-exact-high-n1236715,https://media1.s-nbcnews.com/j/newscms/2020_33/3404504/2020-08-13t120545z_970420181_rc20di9hzu0r_rtrmadp_3_greece-turkey-france_c995a1807b11b47b094ce83b9ad37b8a.nbcnews-fp-1200-630.JPG,2020-08-14T08:45:40Z,"ANKARA Turkey's President Tayyip Erdogan said on Thursday that any attack on a Turkish ship exploring for oil and gas in disputed Mediterranean waters would incur a ""high price"" and suggested Turkey … [+2201 chars]",nbc-news,NBC News
Dr. Donn Spight and Delvin Akins and Dr. Letisha Wyatt and Dr. Esther Choo,What history tells us about a COVID-19 vaccine — and who it could fail,"If we do not design science and health care that benefits everyone, the enduring legacy of the pandemic will continue to be its terrible racial inequities.",https://www.nbcnews.com/think/opinion/covid-19-vaccine-countdown-wake-call-will-black-brown-americans-ncna1236689,https://media1.s-nbcnews.com/j/newscms/2020_33/3404409/200813-think-vaccines-race-main-cover-cs_5253551959ccbb2725a5f05dd0a440f6.nbcnews-fp-1200-630.jpg,2020-08-14T08:41:05Z,"Much of life in the U.S. in the next year our ability to send our kids to school, return to work fully and travel depends on our ability to test, manufacture and distribute an effective COVID-19 vacc… [+6228 chars]",nbc-news,NBC News
