author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Dennis Romero,Twin storms off U.S. developing into hurricanes,"Tropical storms Marco and Laura are developing into hurricanes as they aim for the United States with Marco entering the Gulf of Mexico, forecasters said.",https://www.nbcnews.com/news/weather/two-tropical-storms-developing-hurricanes-they-aim-u-s-n1237786,https://media4.s-nbcnews.com/j/newscms/2020_34/3406777/200822-tropical-storm-laura-axc-743p_3e0cead7b5424751f208450eaa1bb662.nbcnews-fp-1200-630.JPG,2020-08-23T00:52:09Z,"Tropical storms Marco and Laura were expected to develop into hurricanes next week as they gained strength and aimed for an unprecedented twin strike on the mainland U.S.
Marco entered the Gulf of M… [+1968 chars]",nbc-news,NBC News
The Associated Press,"Portland protest turns violent, federal police clear plaza",Portland protests turned violent Saturday as right-wing and left-wing demonstrators clashed and federal police cleared a plaza.,https://www.nbcnews.com/news/us-news/portland-protest-turns-violent-federal-police-clear-plaza-n1237784,https://media1.s-nbcnews.com/j/newscms/2020_34/3406776/200822-portland-protests-axc-735p_2e565d70b64044bd629b2fe486ef2b48.nbcnews-fp-1200-630.JPG,2020-08-23T00:01:30Z,"PORTLAND, Ore. Federal authorities on Saturday forced demonstrators away from a plaza near a federal building as dueling demonstrations in Portland by right-wing and left-wing protesters turned viole… [+3471 chars]",nbc-news,NBC News
Reuters,TikTok to challenge Trump's executive order,TikTok said it plans to file a lawsuit against President Donald Trump's executive order prohibiting transactions with the video app and its parent ByteDance.,https://www.nbcnews.com/tech/tech-news/tiktok-challenge-trump-s-executive-order-prohibiting-transactions-n1237787,https://media1.s-nbcnews.com/j/newscms/2020_32/3402799/200806-tiktok-ac-937p_a7e9822807d0a548e075d3d86eeb7ee7.nbcnews-fp-1200-630.jpg,2020-08-23T07:46:39Z,TikTok said it plans to file a lawsuit on Monday against President Donald Trump's executive order prohibiting transactions with the popular short video app and its Chinese parent ByteDance on Saturda… [+1278 chars],nbc-news,NBC News
Richard Eskow,"Out of sight, out of mind? How American nursing homes became COVID-19 death traps","As a teenager, I worked in a nursing home. As an adult, I watched my mother die from dementia in one. Here's why our current crisis was decades in the making.",https://www.nbcnews.com/think/opinion/nursing-home-covid-19-death-tolls-reveal-america-s-shameful-ncna1237023,https://media4.s-nbcnews.com/j/newscms/2020_34/3405868/200819-richard-eskow-mother-archive-ew-138p_f2aa1fc79b49907db54b0f436427ad55.nbcnews-fp-1200-630.jpg,2020-08-23T08:30:09Z,"As a teenager, I was an orderly in a nursing home. As an adult, I watched my mother die from dementia in one. Decades of neglect have contributed to a nursing home crisis that, coupled with the coron… [+7272 chars]",nbc-news,NBC News
Segilola Arisekola,George Floyd's death sparked protests across America – Nigeria took notice,"“Most of the policing system we have across the continent is the system that was put in place during colonialism,” said rights advocate Segun Awosanya.",https://www.nbcnews.com/news/world/nigerians-push-end-police-brutality-after-global-george-floyd-protests-n1237629,https://media2.s-nbcnews.com/j/newscms/2020_34/3406425/200821-nigeria-police-mc-1308_15ba442ce910c93261ff4f9a6ed28f06.nbcnews-fp-1200-630.jpg,2020-08-23T08:30:06Z,"As incidents of police violence against Black people spark outrage in the United States, campaigns against police brutality across Africa have also gained traction. Protesters in some of the continen… [+8740 chars]",nbc-news,NBC News
Associated Press,Sinabung volcano spews new burst of hot ash,The rumbling volcano Mount Sinabung in western Indonesia unleashed an avalanche of scorching clouds down its slopes on Sunday.,https://www.nbcnews.com/news/world/indonesia-s-sinabung-volcano-spews-new-burst-hot-ash-n1237788,https://media4.s-nbcnews.com/j/newscms/2020_34/3406791/indonesia_volcano_15083-jpg-e487d_014b9f6cca55be960fb298c4ea27d29c.nbcnews-fp-1200-630.jpg,2020-08-23T08:18:05Z,"A rumbling volcano in western Indonesia unleashed an avalanche of scorching clouds down its slopes on Sunday.
Authorities are closely monitoring Mount Sinabung on Sumatra, one of Indonesias main isl… [+1361 chars]",nbc-news,NBC News
Associated Press,Graffiti in Nazi massacre memorial village condemned by French politicians,"Holocaust denying graffiti in Oradour-sur-Glane, the scene of France's biggest massacre of civilians by the Nazis during World War II, has been condemned.",https://www.nbcnews.com/news/world/holocaust-denial-graffiti-nazi-massacre-memorial-village-condemned-french-politicians-n1237790,https://media4.s-nbcnews.com/j/newscms/2020_34/3406795/200823-oradoursurglane-ha_021afff9ddf9248727d56a9ff5a9076d.nbcnews-fp-1200-630.jpg,2020-08-23T11:25:42Z,PARIS French politicians of all political views roundly condemned graffiti denying the Holocaust that was scrawled on a wall in the village that was the site of the France's biggest massacre of civil… [+2083 chars],nbc-news,NBC News
Khaaliq Crowder,The pandemic's isolation let me see what had been wrong with my normal life,"I was able to use this time of social distancing productively, and face someone I'd ignored for years — me.",https://www.nbcnews.com/think/opinion/covid-19-isolated-me-my-normal-life-allowed-me-see-ncna1237769,https://media3.s-nbcnews.com/j/newscms/2020_34/3406535/200821-think-autism-quarantine-cs_ae8504584ad655806c3654bab6ce83a4.nbcnews-fp-1200-630.jpg,2020-08-23T10:38:00Z,"Like a lot of people, the COVID-19 pandemic has meant that Ive spent much of the last five months sitting at home with my family, unemployed, watching potential professional opportunities vanish and … [+6289 chars]",nbc-news,NBC News
Joe Enoch and Dennis Romero,"At one university, students' steps are tracked to stop the coronavirus","The school president says students shouldn't be worried about privacy issues and the ""Orwellian effect"" because the data is collected for internal use only.",https://www.nbcnews.com/news/us-news/oklahoma-state-university-students-steps-are-tracked-stop-coronavirus-n1237525,https://media4.s-nbcnews.com/j/newscms/2019_01/2705191/nbc-social-default_b6fa4fef0d31ca7e8bc7ff6d117ca9f4.nbcnews-fp-1200-630.png,2020-08-23T10:01:52Z,"STILLWATER, Okla. Newfound freedom is part of the allure of going off to college, but COVID-19 changes things. At Oklahoma State University, the school tracks where students are at all times on campu… [+4147 chars]",nbc-news,NBC News
Phil McCausland and Geoff Bennett and Adiel Kaplan,'They keep me alive': Prescription drugs delayed by Postal Service put thousands at risk,"Thousands of Americans have seen the effects of missing their prescription due to U.S. Postal Service delays, as more people receive their medications by mail.",https://www.nbcnews.com/politics/2020-election/postal-service-delays-prescription-drugs-put-thousands-american-lives-risk-n1237756,https://media1.s-nbcnews.com/j/newscms/2020_34/3406624/200821-usps-mail-carrier-ew-436p_c8d378d3d5a05d95e672b48d53c783cb.nbcnews-fp-1200-630.jpg,2020-08-23T10:00:18Z,"Jan Stowe saw countless patients go through withdrawals during her 40-year nursing career, but last month she experienced it herself when the U.S. Postal Service failed to deliver her medication for … [+8661 chars]",nbc-news,NBC News
