author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
By Laurel Snyder,"Amid Family Upheaval, a Heroine Finds Comfort in the Concrete","The protagonist of Rebecca Stead’s “The List of Things That Will Not Change” ends in a different place than she began, but her essential self remains.",https://www.nytimes.com/2020/04/27/books/review/rebecca-stead-list-of-things-that-will-not-change.html,https://static01.nyt.com/images/2020/05/03/books/review/03-BKS-SNYDER-KIDS/03-BKS-SNYDER-KIDS-articleLarge.jpg,2020-04-27T04:35:28+0000,"On the surface, Rebecca Stead’s THE LIST OF THINGS THAT WILL NOT CHANGE (Wendy Lamb Books, 224 pp., $16.99; ages 8 to 12) is a book about complicated circumstances.",the-new-york-times,The New York Times
By Peter Libbey,What’s on TV Monday: ‘Breeders’ and ‘Never Have I Ever’,The Martin Freeman comedy comes to a close. And a new Netflix series from Mindy Kaling makes its debut.,https://www.nytimes.com/2020/04/27/arts/television/whats-on-tv-monday-breeders-and-never-have-i-ever.html,https://static01.nyt.com/images/2020/04/27/arts/27tvcol01/27tvcol01-articleLarge.jpg,2020-04-27T05:00:06+0000,"PRODIGAL SON 9 p.m. on Fox. There are few subjects as rich in storytelling potential as parent-child conflict and law enforcement. This series, which wraps its first season tonight, includes a lot of both. It follows Malcolm Bright (Tom Payne), an N.Y.P.D. investigator who is trying to evade the legacy of his serial killer father, Martin Whitly (Michael Sheen). His attempts to distance himself from his paternal inheritance were stymied when a copycat case required him to turn to Martin for help. Last week’s episode ended with Malcolm being arrested and charged with an offscreen murder. In the finale, perhaps we’ll see if he has followed in his father’s bloody footsteps.",the-new-york-times,The New York Times
,"What You Get for $700,000","A Long Beach condo in a former Masonic temple, a 1922 bungalow in Petaluma and a cottage in Monrovia.",https://www.nytimes.com/slideshow/2020/04/27/realestate/what-you-get-for-700000.html,https://static01.nyt.com/images/2020/04/27/realestate/27WYG-CA-slide-OD4K/27WYG-CA-slide-OD4K-articleLarge.jpg,2020-04-27T13:00:23+0000,"A Long Beach condo in a former Masonic temple, a 1922 bungalow in Petaluma and a cottage in Monrovia.",the-new-york-times,The New York Times
By Shira Ovide,"No, the Best Doesn’t Win",“It just works” are some of the most powerful words in technology.,https://www.nytimes.com/2020/04/27/technology/no-the-best-doesnt-win.html,https://static01.nyt.com/images/2020/04/27/smarter-living/ontech-startup-fail-and-success/ontech-startup-fail-and-success-articleLarge.gif,2020-04-27T17:00:42+0000,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,the-new-york-times,The New York Times
By Melissa Clark,This Larb Couldn’t Be Easier or More Adaptable,"Use ground pork or chicken, chopped fish fillets or mushrooms in this herby Thai favorite.",https://www.nytimes.com/2020/04/27/dining/pork-larb-coronavirus.html,https://static01.nyt.com/images/2020/04/27/dining/27pantry-blog/merlin_171965328_e7c7c00b-fd98-4226-a56b-476aec178c05-articleLarge.jpg,2020-04-27T17:48:03+0000,"After a slow, rainy start to the Brooklyn backyard growing season, the mint on my deck is finally powering its way back, taking over the herb box with vim and vigor. I clipped it back to make room for the slower-moving lemon thyme, and ended up with enough to season a batch of Thai larb.",the-new-york-times,The New York Times
,Marry Someone Nicer Than You,And more guidance from NYT Parenting.,https://www.nytimes.com/2020/04/27/parenting/virus-marriage-criticism.html,https://static01.nyt.com/images/2020/04/23/multimedia/23parenting-niceThings/23parenting-niceThings-articleLarge.jpg,2020-04-27T13:09:43+0000,"The No. 1 piece of marriage advice I give to my friends is: Marry someone who is nicer than you are. In an ideal world, it means that over time, your natural edges will be sanded down by their kindness.",the-new-york-times,The New York Times
By Shannon Doyne and Michael Gonchar,Lesson of the Day: ‘New York and Boston Pigeons Don’t Mix’,"In this lesson, students will consider geographic factors that may explain why the pigeons in one part of the East Coast are genetically different from the rest.",https://www.nytimes.com/2020/04/27/learning/lesson-of-the-day-new-york-and-boston-pigeons-dont-mix.html,https://static01.nyt.com/images/2020/04/23/science/23TB-PIGEONS/23TB-PIGEONS-articleLarge.jpg,2020-04-27T13:17:35+0000,Featured Article: “New York and Boston Pigeons Don’t Mix” by Joshua Sokol,the-new-york-times,The New York Times
By Stefano Bertuzzi and Robin Patel,We Need a New Kind of National Guard,One that mobilizes scientists.,https://www.nytimes.com/2020/04/27/opinion/biomedical-national-guard-covid.html,https://static01.nyt.com/images/2020/04/27/opinion/27bertuzzi-patel/27bertuzzi-patel-articleLarge.jpg,2020-04-27T09:00:14+0000,"In normal times, clinical microbiologists are often invisible. They’re hidden away in hospital laboratories developing and overseeing diagnostic tests, and so are the bench technologists who run those tests. That’s different now. These scientists are on the front lines of the pandemic, testing patients’ samples for the coronavirus. But there are not enough of them.",the-new-york-times,The New York Times
Compiled by John Otis,How Much Do You Know About Myanmar?,Can you find Myanmar on a map? What else do you know about this Southeast Asian nation with a population of more than 50 million people?,https://www.nytimes.com/interactive/2020/04/27/learning/Myanmar-Geography-Quiz.html,https://static01.nyt.com/images/2015/08/17/t-magazine/17traveldiary-slide-UWR9-copyLN/17traveldiary-slide-UWR9-articleLarge.jpg,2020-04-27T13:22:26+0000,Can you find Myanmar on a map? What else do you know about this Southeast Asian nation with a population of more than 50 million people?,the-new-york-times,The New York Times
,A Glut of Oil,This is the energy crisis nobody saw coming.,https://www.nytimes.com/2020/04/27/podcasts/the-daily/oil-prices-coronavirus.html,,2020-04-27T10:00:05+0000,Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,the-new-york-times,The New York Times
