author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
By Juliet Macur,Megan Rapinoe Is Not Going Quietly,"Relegated to a reserve role in her fourth World Cup, the outspoken U.S. forward said she has plenty left to give. And that she’s still expecting to win it all.",https://www.nytimes.com/2023/07/30/sports/soccer/megan-rapinoe-uswnt.html,https://static01.nyt.com/images/2023/07/30/multimedia/30wwc-uswnt-rapinoe-1-sub-bvjt/30wwc-uswnt-rapinoe-1-sub-bvjt-articleLarge.jpg,2023-07-30T10:00:18+0000,"Sitting on the bench as her United States team played at the Women’s World Cup last week, Megan Rapinoe was sure that she was in the wrong spot. She was just as sure that her coach, Vlatko Andonovski, should see that, and fix it.",the-new-york-times,The New York Times
By Sam Sifton,A New Recipe for a Very Old Hummus,"Ligaya Mishan’s medieval hummus blends chickpeas and tahini with toasted seeds and spices, hazelnuts and pistachios, preserved lemon and fresh mint.",https://www.nytimes.com/2023/07/30/dining/hummus-crispy-chicken-thighs-rundown-sauce-recipes.html,https://static01.nyt.com/images/2023/07/30/multimedia/30EAThummus-wtlh/30EAThummus-wtlh-articleLarge.jpg,2023-07-30T15:00:02+0000,"Good morning. There’s some very nice writing about recipes in The New York Times Magazine this week, not surprisingly under the byline of Ligaya Mishan. Her subject is a hummus recipe (above), dating back to 13th century Syria, that Lucien Zayan of the Invisible Dog Art Center in Brooklyn served at a dinner series he runs, la Salle A Manger.",the-new-york-times,The New York Times
By Tyler Kepner,The Mets Trade a Star and Embrace the Future,"Max Scherzer is headed to the Texas Rangers as the Mets, the most expensive team in M.L.B. history, acknowledge that you can’t buy your way to the top.",https://www.nytimes.com/2023/07/29/sports/baseball/max-scherzer-trade-mets-rangers.html,https://static01.nyt.com/images/2023/07/29/multimedia/29kepner-scherzer-top-bjvq/29kepner-scherzer-top-bjvq-articleLarge.jpg,2023-07-30T01:15:06+0000,"The most expensive roster in major league history was a failure. The Mets’ superfan owner, Steven A. Cohen, committed nearly half a billion dollars this season to learn a timeless lesson easily forgotten when pursuing World Series glory: Money guarantees nothing.",the-new-york-times,The New York Times
By New York Times Games,Spelling Bee Forum,Feeling stuck on today’s puzzle? We can help.,https://www.nytimes.com/2023/07/30/crosswords/spelling-bee-forum.html,https://static01.nyt.com/images/2023/07/30/crosswords/30bee-forum-sun/30bee-forum-sun-articleLarge.jpg,2023-07-30T07:00:10+0000,"SUNDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below. For more Spelling Bee conversation, check out Deb Amlen’s weekly humor column, “Diary of a Spelling Bee Fanatic.”",the-new-york-times,The New York Times
By Mike McIntire,The Secret History of Gun Rights: How Lawmakers Armed the N.R.A.,"They served in Congress and on the N.R.A.’s board at the same time. Over decades, a small group of legislators led by a prominent Democrat pushed the gun lobby to help transform the law, the courts and views on the Second Amendment.",https://www.nytimes.com/2023/07/30/us/politics/nra-congress-firearms.html,https://static01.nyt.com/images/2023/07/30/multimedia/00nra-files-cgbv/00nra-files-cgbv-articleLarge.jpg,2023-07-30T07:00:57+0000,"Long before the National Rifle Association tightened its grip on Congress, won over the Supreme Court and prescribed more guns as a solution to gun violence — before all that, Representative John D. Dingell Jr. had a plan.",the-new-york-times,The New York Times
By Declan Walsh,West African Nations Threaten Military Action Unless Niger Coup Is Undone,"A demand for a restoration of democracy echoed calls by the United States and France, major security allies of Niger.",https://www.nytimes.com/2023/07/30/world/africa/west-africa-niger-coup.html,,2023-07-30T16:28:41+0000,"West African leaders on Sunday threatened military action against Niger, where soldiers seized power in a coup on Wednesday, unless the country’s democratically elected president is restored to office within a week.",the-new-york-times,The New York Times
By Amanda Holpuch,Officer Convicted After Train Hits Patrol Car With Handcuffed Woman Inside,A Colorado police officer was found guilty of two misdemeanors after leaving the woman trapped inside a patrol car on active railroad tracks.,https://www.nytimes.com/2023/07/30/us/colorado-police-conviction-train-tracks.html,https://static01.nyt.com/images/2023/07/30/us/30xp-train1/30xp-train1-articleLarge.jpg,2023-07-30T19:46:01+0000,A Colorado police officer was found guilty of two misdemeanors on Friday after facing charges for putting a handcuffed woman in a patrol car that was parked on active railroad tracks and then struck by a freight train.,the-new-york-times,The New York Times
By Carlotta Gall,"Amid the Counterattack’s Deadly Slog, a Glimmer of Success for Ukraine",Recapturing the village of Staromaiorske was such welcome news for the country that President Volodymyr Zelensky announced it himself. But formidable Russian defenses have stymied progress elsewhere.,https://www.nytimes.com/2023/07/30/world/europe/ukraine-counteroffensive-russia.html,https://static01.nyt.com/images/2023/07/30/multimedia/30ukraine-counteroffensive-promo2-bfkc/30ukraine-counteroffensive-promo2-bfkc-articleLarge.jpg,2023-07-30T13:07:09+0000,"For 10 days, Ukrainian marines fought street by street and house by house to recapture the southeastern village of Staromaiorske, navigating artillery fire, airstrikes and hundreds of Russian troops.",the-new-york-times,The New York Times
"By Sarah A. Topol, Adrienne Hurst, Aaron Esposito, John Woo, Dan Farrell and Steven Szczesniak",The Sunday Read: ‘The America That Americans Forget’,"As tensions with China mount, the U.S. military continues to build up Guam and other Pacific territories — placing the burdens of imperial power on the nation’s most ignored and underrepresented citizens.",https://www.nytimes.com/2023/07/30/podcasts/the-daily/the-sunday-read-the-america-that-americans-forget.html,,2023-07-30T10:00:16+0000,"On the weekends, when Roy Gamboa was a little boy, his grandfather would wake him before dawn. He would pour some coffee into a bowl of rice, and that would be the boy’s breakfast. Roy knew better than to question anything; he sat quietly in his grandfather’s truck as they rumbled down the big hill from their village, Hågat, to Big Navy, as the U.S. Naval Base in Guam is known. They passed through the military gates, along a dirt road and onto the shore of a little cove, next to one of America’s deepest harbors, where skipjacks flipped out of the aquamarine water. The boy noodled with seashells as his grandfather cast. When his grandfather caught a fish, he would unhook it and throw it on the ground, and Roy would snatch it up and quickly stuff it, still wriggling, in the bag. If the fish weren’t biting at one spot, they packed up and moved to another. No one from the Navy ever stopped the old man and the young boy.",the-new-york-times,The New York Times
By Nicole Sperling,Judge Rejects Johnson & Johnson’s Effort to Limit Talc-Related Liabilities,A bankruptcy court’s ruling was the second time the company was rebuffed in its attempt to settle thousands of lawsuits that claim its products caused cancer.,https://www.nytimes.com/2023/07/30/business/johnson-johnson-talc-baby-powder-lawsuit.html,https://static01.nyt.com/images/2023/07/30/multimedia/30jjbankruptcy-1-pckw/30jjbankruptcy-1-pckw-articleLarge.jpg,2023-07-30T16:58:44+0000,"For the second time this year, a court has ruled against Johnson & Johnson’s effort to use a bankruptcy case to limit its exposure to tens of thousands of lawsuits that claim its talcum powder products caused cancer.",the-new-york-times,The New York Times
