author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Jill Colvin and Lolita C. Baldor | AP,"Vindman retiring from Army, lawyer blames Trump","Lt. Col. Alexander Vindman, a national security aide who played a central role in President Donald Trump's impeachment case, has announced his retirement from the Army",https://www.washingtonpost.com/world/national-security/vindman-retiring-from-army-lawyer-blames-trump/2020/07/08/aa6ee798-c186-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T01:51:12Z,"Through a campaign of bullying, intimidation, and retaliation, the President of the United States attempted to force LTC Vindman to choose: Between adhering to the law or pleasing a President. Betwee… [+5572 chars]",the-washington-post,The Washington Post
Sopheng Cheang | AP,Cambodian province famous for Angkor Wat bans dog meat trade,"Authorities in the Cambodian province that is home to the famous Angkor Wat temple complex have issued an order banning the buying, selling and butchering of dogs for food",https://www.washingtonpost.com/world/asia_pacific/cambodian-province-famous-for-angkor-wat-bans-dog-meat-trade/2020/07/08/9041d070-c185-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T01:43:19Z,"A recent report by two animal welfare groups estimated that 2 million to 3 million dogs are killed annually in Cambodia for their meat, and that the Siem Reap region is a major source of supply of th… [+1717 chars]",the-washington-post,The Washington Post
Baba Ahmed | AP,Mali leader promises court changes in bid to quell protests,"Mali's president is promising to reorganize the country's constitutional court, part of a bid to quell growing protests against his government",https://www.washingtonpost.com/world/africa/mali-leader-promises-court-changes-in-bid-to-quell-protests/2020/07/08/9031e9ea-c184-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T01:36:09Z,"It was not immediately clear whether the 75-year-old presidents overtures would satisfy opposition leaders who also have called for the National Assembly to be dissolved among other demands.
In the … [+1337 chars]",the-washington-post,The Washington Post
Des Bieler,"Stephen Jackson says DeSean Jackson is ‘speaking the truth,’ adds anti-Semitic claims of his own - The Washington Post","<ol><li>Stephen Jackson says DeSean Jackson is ‘speaking the truth,’ adds anti-Semitic claims of his own  The Washington Post
</li><li>Stephen Jackson says Eagles' DeSean Jackson 'speaking the truth' with controversial posts  ESPN
</li><li>Shannon reveals h…",https://www.washingtonpost.com/sports/2020/07/08/stephen-jackson-says-desean-jackson-is-speaking-truth-adds-anti-semitic-claims-his-own/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ARVMVPVFDQI6VCMOWINZVA7XSI.jpg&w=1440,2020-07-09T01:35:00Z,"Asked if he thought Jews were trying to divide the black community, Jackson replied, No, but I dont think they stand up for us as much as they should. 
The day before, Jackson had offended some when… [+5652 chars]",the-washington-post,The Washington Post
Eileen Ng and Ee Ming Toh | AP,Singapore governing party set to extend power in elections,"Singaporeans vote Friday in Southeast Asia's first election since the coronavirus pandemic began, with the health crisis and a grim economy expected to bolster Prime Minister Lee Hsien Loong's party and extend its unbroken rule",https://www.washingtonpost.com/world/asia_pacific/singapore-governing-party-set-to-extend-power-in-elections/2020/07/08/783d8150-c17f-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T00:59:41Z,"His brother, Lee Hsien Yang, joined an opposition party last month but decided not to contest the election, saying the country doesnt need another Lee. Their father, Lee Kuan Yew, was Singapores firs… [+5031 chars]",the-washington-post,The Washington Post
Edith M. Lederer | AP,UN Council rejects Russia bid to limit Syrian aid deliveries,The U.N. Security Council has overwhelmingly rejected a Russian resolution that would have cut back the delivery of humanitarian aid to Syria's mainly rebel-held northwest to just one crossing point from Turkey,https://www.washingtonpost.com/world/europe/un-council-rejects-russia-bid-to-limit-syrian-aid-deliveries/2020/07/08/36f76f38-c17c-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T00:36:23Z,"The Russian resolution needed a minimum of nine yes votes in the 15-member council for approval, but Moscow got support from only three other countries China, Vietnam and South Africa.
Its failure t… [+4579 chars]",the-washington-post,The Washington Post
Nick Perry | AP,"Rio Tinto to close New Zealand smelter and ax 1,000 jobs","Mining giant Rio Tinto will close its aluminum smelter in southern New Zealand, resulting in 1,000 job losses and dealing a major economic blow to the region",https://www.washingtonpost.com/world/rio-tinto-to-close-new-zealand-smelter-and-ax-1000-jobs/2020/07/08/cad5ecee-c17b-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T00:33:22Z,Rio Tinto said it will wind down operations over the coming months and close the plant next August. It said the plant lost $30 million last year and is no longer economically viable due to high energ… [+1971 chars],the-washington-post,The Washington Post
Associated Press,Oxfam: Pandemic pushing millions to brink of starvation,"The humanitarian group Oxfam says the coronavirus has worsened the hunger crisis in the world's poorest corners and warns that up to 12,000 people could die each day from hunger linked to the social and economic impacts of the pandemic",https://www.washingtonpost.com/world/europe/oxfam-pandemic-pushing-millions-to-brink-of-starvation/2020/07/08/c3f0ce2a-c177-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T00:04:33Z,"The knock-on impacts of COVID-19 are far more widespread than the virus itself, pushing millions of the worlds poorest people deeper into hunger and poverty, said the groups chief executive, Danny Sr… [+1359 chars]",the-washington-post,The Washington Post
"David Biller, Marcelo De Sousa and Mauricio Savarese | AP",Bolsonaro becomes 'poster boy' for unproven virus treatment,"After months of touting an unproven anti-malaria drug as a treatment for the new coronavirus, Brazilian President Jair Bolsonaro is turning himself into a test case live before millions of people as he swallows hydroxychloroquine pills on social media and enc…",https://www.washingtonpost.com/world/the_americas/bolsonaro-becomes-poster-boy-for-unproven-virus-treatment/2020/07/08/7d927e1a-c177-11ea-8908-68a2b9eae9e0_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=&w=1440,2020-07-09T00:02:34Z,"I trust hydroxychloroquine, he said, smiling. And you?
On Wednesday, he was again extolling the drugs benefits on Facebook, and claimed that his political opponents were rooting against it.
A strin… [+6175 chars]",the-washington-post,The Washington Post
Carolyn Hax,Carolyn Hax: A resolution to help keep your resolve,"Starting with small goals, followed by rewards, helps form new habits.",https://www.washingtonpost.com/lifestyle/advice/carolyn-hax-a-resolution-to-help-keep-your-resolves/2020/07/08/36098e72-b703-11ea-aca5-ebb63d27e1ff_story.html,https://www.washingtonpost.com/resizer/9FpaXS8uiGCbwAQ77meyG4WRIiY=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/2BKTJXWBGII6VCIINCRLT2XJ4A.jpg,2020-07-09T03:59:00Z,"Adapted from an online discussion.
Dear Carolyn: Can you give me some direction on how to better keep my resolve? I'm single, 40-ish and, I swear, daily I wake up saying, ""I'm going to read for an h… [+2625 chars]",the-washington-post,The Washington Post
