author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Jake Russell,Nationals spread the love on Twitter with Valentine’s Day cards to every MLB team,"The World Series champions put their own twist on the holiday with some funny, some respectful and some downright roasting social media messages.",https://www.washingtonpost.com/sports/2020/02/14/nationals-spread-love-twitter-with-valentines-day-cards-every-mlb-team/,https://www.washingtonpost.com/resizer/peEmUrC2AcPs2wi1k6YeE5y08MI=/1440x0/smart/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/BB7XVWCPKMI6VFT34B2NGAWH2Q.jpg,2020-02-15T01:54:22Z,"Every card was personalized for each franchise. Some were playful. Others were respectful. The rest were downright burns.
The Nats began their deliveries by toasting the St. Louis Cardinals, Toronto Blue Jays and Kansas City Royals. Those teams reside in the… [+2837 chars]",the-washington-post,The Washington Post
MarÍa Verza | AP,Angry protests in Mexico after woman's gruesome killing,Angry demonstrations have broken out in Mexico City as hundreds of women rage against the gruesome slaying and mutilation of a young woman,https://www.washingtonpost.com/world/the_americas/angry-protests-in-mexico-after-womans-gruesome-killing/2020/02/14/da17d3f0-4f90-11ea-967b-e074d302c7d4_story.html,,2020-02-15T01:16:55Z,"Hours later hundreds marched to the offices of a media outlet that published grisly images of the crime scene, and at least one newspaper truck outside was partially set ablaze. Some spray-painted the plastic shields of riot officers as the crowd chanted Not … [+2846 chars]",the-washington-post,The Washington Post
"Evens Sanon, Michael Weissenstein and Ben Fox | AP",Haiti officials say 15 children died in residence fire,"Officials say a fire swept through a Haitian children's home run by a Pennsylvania-based religious nonprofit group, killing 15 children",https://www.washingtonpost.com/world/the_americas/haiti-officials-say-15-children-died-in-residence-fire/2020/02/14/004c1672-4f90-11ea-967b-e074d302c7d4_story.html,,2020-02-15T01:10:49Z,"About half of those who died were babies or toddlers and the others were roughly 10 or 11 years old, Louis said.
Late Friday afternoon, police raided another home also run by the Church of Bible Understanding and took away several dozen children in a bus ove… [+2923 chars]",the-washington-post,The Washington Post
"Emily Rauhala, Lena Sun, Lenny Bernstein",Virus takes big toll on China's health workers,"More than 1,700 have been infected and six have died — a rate on par with previous outbreaks.",https://www.washingtonpost.com/health/virus-takes-big-toll-on-chinas-health-workers/2020/02/14/a0681256-4f5d-11ea-b721-9f4cdc90bc1c_story.html,https://www.washingtonpost.com/resizer/LEM-pKHiySb-7zuhFPF6zmE8ny0=/1440x0/smart/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/N4VLOTCPO4I6VNZBT5GNZEF4DQ.jpg,2020-02-15T01:06:14Z,"At the same time, officials noted the infection rate among health care workers is in line with that of previous respiratory viruses, including the 2003 SARS outbreak. The total appeared to be a count of infections that have occurred over many weeks, rather th… [+6604 chars]",the-washington-post,The Washington Post
Yanan Wang | AP,China reports major drop in new virus cases; 143 new deaths,"China has reported 2,641 new virus cases, a major drop from the higher numbers in recent days since a broader diagnostic method was implemented",https://www.washingtonpost.com/world/asia_pacific/china-reports-major-drop-in-new-virus-cases-143-new-deaths/2020/02/14/5b9a297e-4f8b-11ea-967b-e074d302c7d4_story.html,,2020-02-15T00:37:35Z,"COVID-19, a disease stemming from a new form of coronavirus, has spread to more than 24 countries since December, when the first infections appeared in central China.
China has implemented unprecedented measures in a sweeping campaign to contain the virus. A… [+1188 chars]",the-washington-post,The Washington Post
Sean Sullivan,"Bernie Sanders is powered by a loyal base, but results in Iowa and New Hampshire show the movement has limits","Amid signs that the democratic socialist is struggling to expand his appeal, some allies are trying to woo newcomers to the coalition in time for the next round of primaries.",https://www.washingtonpost.com/politics/bernie-sanders-is-powered-by-a-loyal-base-but-results-in-iowa-and-new-hampshire-show-the-movement-has-limits/2020/02/14/e10c570a-4296-11ea-b5fc-eefa848cde99_story.html,https://www.washingtonpost.com/resizer/bWob1iuCN8sC5Mdjnee0RY3eZhU=/1440x0/smart/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/CDDKFECNAMI6VFT34B2NGAWH2Q.jpg,2020-02-15T00:20:56Z,"Yet the early returns show that Sanders's loyal army represents a limited slice of the party, accounting for just over a quarter of the vote in each of the first two states. And one of the central premises of his campaign that it is built to activate legions … [+10174 chars]",the-washington-post,The Washington Post
Associated Press,"Mainland China announces major drop in new virus cases to 2,641, total deaths rise by 143 to 1,523","Mainland China announces major drop in new virus cases to 2,641, total deaths rise by 143 to 1,523",https://www.washingtonpost.com/world/asia_pacific/mainland-china-announces-major-drop-in-new-virus-cases-to-2641-total-deaths-rise-by-143-to-1523/2020/02/14/a50a53e8-4f88-11ea-967b-e074d302c7d4_story.html,,2020-02-15T00:18:10Z,"BEIJING Mainland China announces major drop in new virus cases to 2,641, total deaths rise by 143 to 1,523.
Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",the-washington-post,The Washington Post
Associated Press,US service member dies in non-combat incident in Djibouti,The Pentagon has released the identity of a U.S. soldier who was killed Thursday in a non-combat-related incident in the Horn of Africa nation of Djibouti,https://www.washingtonpost.com/world/national-security/us-service-member-dies-in-non-combat-incident-in-djibouti/2020/02/14/b55b9722-4f86-11ea-967b-e074d302c7d4_story.html,,2020-02-15T00:04:18Z,"JOHANNESBURG The Pentagon has released the identity of a U.S. soldier who was killed Thursday in a non-combat-related incident in the Horn of Africa nation of Djibouti.
A spokesperson says Pfc. Walter Lewark, 26, from Mountainair, New Mexico, died Thursday a… [+170 chars]",the-washington-post,The Washington Post
Sarah El Deeb and Zeina Karam | AP,Freezing weather compounds crisis for displaced in Syria,A military offensive on an opposition-controlled region of northwestern Syria has created one of the worst catastrophes for civilians in the country's long-running war,https://www.washingtonpost.com/world/middle_east/freezing-weather-compounds-crisis-for-displaced-in-syria/2020/02/15/29e1b13e-4fb5-11ea-967b-e074d302c7d4_story.html,,2020-02-15T05:36:50Z,"The weather has contributed to at least 10 deaths, including four who suffered hypothermia, a family of four that died of suffocation in their tent and two who burned to death when their tent caught fire, according to Mohammed Hallaj, a coordinator for the ar… [+5960 chars]",the-washington-post,The Washington Post
Carolyn Hax,"Carolyn Hax: They want to treat friends to nice dinners, but the cost is hard to swallow",A struggling couple can fete their guests’ milestone at a more modest place — or at home.,https://www.washingtonpost.com/lifestyle/advice/carolyn-hax-they-want-to-treat-friends-to-nice-dinners-but-the-cost-is-hard-to-swallow/2020/02/14/b7c6dab4-49f3-11ea-b4d9-29cc419287eb_story.html,https://www.washingtonpost.com/resizer/zMnAcR0EAAVO_Ubza0T0PntO-40=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/PYP2QOCJ4II6VCQ73YKZPPTMXQ.jpg,2020-02-15T04:59:00Z,"Adapted from an online discussion.
Dear Carolyn: My husband and I have friends coming to visit us next month, and we were planning to take them out for two really nice dinners while they were here. My husband thought it was going to eat our discretionary spe… [+2863 chars]",the-washington-post,The Washington Post
