author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Matt Viser,"After long, bitter delay, Biden transition kicks into gear",President-elect Joe Biden’s team kicked off its presidential transition in earnest Tuesday after President Trump’s unprecedented refusal to concede the election held up the process. That delay came to an end this week when a key official confirmed Biden’s win.,https://www.washingtonpost.com/politics/biden-transition-trump/2020/11/24/26b8e4ba-2e7a-11eb-bae0-50bb17126614_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/KKCFH3ROR4I6XHOWFUAXTGAXDE.jpg&w=1440,2020-11-25T01:20:05Z,"But Tuesday marked a clear shift from delay to action. Following Monday nights long-postponed decision by a key administration official to approve the transition, Biden aides held at least 20 meeting… [+9526 chars]",the-washington-post,The Washington Post
Toluse Olorunnipa,Trump’s assault on the election could leave a lasting mark on American democracy,"The lingering damage to the country’s electoral system could be among the most consequential legacies of the Trump presidency, according to historians, diplomats and lawmakers from across the political spectrum.",https://www.washingtonpost.com/politics/trump-election-democracy/2020/11/24/e78b8194-2e6a-11eb-bae0-50bb17126614_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/VODA4TBOQAI6XHOWFUAXTGAXDE.jpg&w=1440,2020-11-25T00:50:00Z,"For the past three weeks, as President Trump has refused to concede the election, the federal government, the Trump campaign legal team and whole swaths of the Republican Party have worked in tandem … [+11214 chars]",the-washington-post,The Washington Post
"Devlin Barrett, Matt Zapotosky","Biden searches for attorney general to restore Justice Dept.’s independence, refocus on civil rights - The Washington Post","Biden searches for attorney general to restore Justice Dept.’s independence, refocus on civil rights  The Washington Post",https://www.washingtonpost.com/national-security/biden-attorney-general/2020/11/24/bbd7da7a-2e97-11eb-bae0-50bb17126614_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/QNYKKSBOTEI6XOXAKC5ROETGCQ.jpg&w=1440,2020-11-25T00:17:00Z,"Most senior Democrats and former Justice Department officials agree a top contender for the position is Sally Q. Yates, the former deputy attorney general whose tenure stretched from 2015 to the earl… [+9405 chars]",the-washington-post,The Washington Post
Cleve R. Wootson Jr.,"In Georgia Senate runoffs, the focus — and the fire — is on Raphael Warnock","On the Democratic side of the races to decide who controls the U.S. Senate, it's Warnock who is animating the diversifying Democratic base -- and taking the brunt of Republican fire.",https://www.washingtonpost.com/politics/2020/11/24/georgia-senate-runoffs-focus-fire-is-raphael-warnock/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/JKRFLXRKYII6XHBBHTCQDUEYD4.jpg&w=1440,2020-11-25T00:07:39Z,"Two weeks into the extraordinary runoff races that will decide which party controls the U.S. Senate, Warnock and Ossoff have combined their efforts to try to win Georgias pair of Senate seats. Their … [+10750 chars]",the-washington-post,The Washington Post
Nicki Jhabvala,Alex Smith’s experience is making things easier for Washington’s young offense,"For Washington’s young offense, having a veteran quarterback in Alex Smith has made a difference over the last few weeks.",https://www.washingtonpost.com/sports/2020/11/24/alex-smith-washington-qb-experience/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ZM6VULTDKBEJRCCITYKJK6ADR4.jpg&w=1440,2020-11-25T00:06:52Z,"At the snap, Smith immediately turned and threw a short pass to the flat for Sims, who easily turned up field and picked up 12 yards and a first down with his legs.
On the surface, the play appeared… [+4911 chars]",the-washington-post,The Washington Post
Lena H. Sun,First 6.4 million doses of Pfizer’s coronavirus vaccine could go out in mid-December,"More doses will be available each week as manufacturing ramps up, with health-care personnel at the head of the line to get shots, officials say",https://www.washingtonpost.com/health/2020/11/24/vaccine-plan-first-doses/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/X7JWDYBOQII6XHOWFUAXTGAXDE.jpg&w=1440,2020-11-25T00:01:26Z,"Gen. Gustave Perna, who oversees logistics for Operation Warp Speed, the Trump administrations effort to speed up treatments and vaccines, told reporters that state officials were informed on Friday … [+5733 chars]",the-washington-post,The Washington Post
Carolyn Hax,Carolyn Hax: Will he stop treating you like a child? Don’t hold your breath.,Your boyfriend might be an abuser. Give him one chance to stop scolding and patronizing.,https://www.washingtonpost.com/lifestyle/advice/carolyn-hax-will-he-stop-treating-you-like-a-child-dont-hold-your-breath/2020/11/24/5a72b7f0-25c8-11eb-8672-c281c7a2c96e_story.html,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/7E34KORJCMI6XHBBHTCQDUEYD4.jpg&w=1440,2020-11-25T04:59:00Z,"Second scenario: We were riding bikes and I accidentally veered into another biker's lane. My boyfriend asked me to watch out. Then he said, ""SORRY,"" very loudly to the other biker, before I had a ch… [+2435 chars]",the-washington-post,The Washington Post
Salvador Rizzo,Trump tweets string of falsehoods about Wisconsin absentee voters,"The president is casting doubt on Wisconsin’s election results, but every part of his claim is false.",https://www.washingtonpost.com/politics/2020/11/25/trump-tweets-string-falsehoods-about-wisconsin-absentee-voters/,https://www.washingtonpost.com/resizer/djtBdDgCvHHZ4XvauxhkzjWWxPM=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/XO3JYRROSQI6XHOWFUAXTGAXDE.jpg,2020-11-25T08:00:49Z,"In Wisconsin, somebody has to be indefinitely confined in order to vote absentee. In the past there were 20,000 people. This past election there were 120,000...and Republicans were locked out of the … [+4503 chars]",the-washington-post,The Washington Post
Wiley Miller,"Non Sequitur for Wednesday, November 25, 2020","Comics - Washington Post comics, Tom Toles, Cul de Sac and editorial cartoons. Web comics including Archie, Family Circus, Marmaduke, Over the Hedge, Soup to Nutz, The Buckets and more.",http://wpcomics.washingtonpost.com/client/wpc/nq/2020/11/25/,,2020-11-25T11:54:45Z,,the-washington-post,The Washington Post
Nicki Jhabvala,How Ron Rivera’s cancer experience inspired him to advocate for affordable health care,"After going through cancer treatment, Ron Rivera was compelled to speak out on the issue of affordable health care.",https://www.washingtonpost.com/sports/2020/11/25/ron-rivera-affordable-health-care/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/LWKI7XZPBVFYVNEMFHT77G6GWM.jpg&w=1440,2020-11-25T11:30:28Z,"The most encouraging part was always that the doctor said that its very treatable and very curable, Stephanie said. So for us, it was just a matter of helping him get through the tough days, the toug… [+8907 chars]",the-washington-post,The Washington Post
Andrea Salcedo,"Hundreds without masks packed a Hasidic wedding in Brooklyn. The organizers face a $15,000 fine. - Washington Post","<ol><li>Hundreds without masks packed a Hasidic wedding in Brooklyn. The organizers face a $15,000 fine.  Washington Post
</li><li>De Blasio's reason for failing to stop huge Hasidic wedding: 'It's a big city'  New York Post 
</li><li>NYC to levy 15K fine a…",https://www.washingtonpost.com/nation/2020/11/25/hasidic-wedding-fined-new-york/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FLGGFMPI6VBLDJKRQ7BWIP3I5Y.jpg&w=1440,2020-11-25T11:29:00Z,"Now, city leaders say theyre taking action. New York Mayor Bill de Blasio (D) said the events organizers will be fined $15,000 for violating pandemic restrictions, adding that more penalties could co… [+3638 chars]",the-washington-post,The Washington Post
Rachel Lerman,"Comcast sets data caps for D.C., Northeast states",Comcast will charge customers in the Northeast more if they exceed 1.2 terabytes of data in a month.,https://www.washingtonpost.com/technology/2020/11/25/comcast-data-caps/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/HBMX3KBOTMI6XHOWFUAXTGAXDE.jpg&w=1440,2020-11-25T11:20:29Z,"Comcast initially responded to this trend by giving people relief from data caps, which have already been in place across the central and western U.S. for a few years. That reprieve ended in July, an… [+3016 chars]",the-washington-post,The Washington Post
"Dino Christenson, Douglas Kriner, Sarah Kreps","When Twitter fact-checks Trump’s tweets, it polarizes Americans even more, our research finds",Correcting this president backfires.,https://www.washingtonpost.com/politics/2020/11/25/when-twitter-fact-checks-trumps-tweets-it-polarizes-americans-even-more-our-research-finds/,https://www.washingtonpost.com/resizer/PitSGSYpIdXKvqG9iri72pYZetM=/1484x0/arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/XV6AF4FLC5CG7JCMQHRKC726VY.jpg,2020-11-25T11:00:42Z,"STOP THE FRAUD! President Trump tweeted Nov. 5, the Thursday after the election. Twitter framed the tweet with warnings. Before the tweet was a label saying, Some or all of the content shared in this… [+5846 chars]",the-washington-post,The Washington Post
Scott Allen,"All of Washington’s Thanksgiving games against the Cowboys, ranked",The NFC East lead will be on the line when the 3-7 rivals meet for the 10th time on Turkey Day.,https://www.washingtonpost.com/sports/2020/11/25/ranking-washington-dallas-thanksgiving-games/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/CUS73BX3URG7FIOQ4CICKS6LZQ.jpg&w=1440,2020-11-25T11:00:27Z,"All four NFC East teams have three wins. For Washington, that means its full steam ahead.
Washington and Dallas have met nine times on Thanksgiving with the Cowboys winning all but one of those matc… [+7544 chars]",the-washington-post,The Washington Post
