author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Kelly McCarthy,How higher tariffs on European exports could devastate the food and wine industry,Restaurant owners and wine experts explain the impact of newly proposed U.S. tariffs targeting $3.1 billion worth of food and beverage imports from the U.K. and EU.,https://abcnews.go.com/International/food-wine-experts-explain-tariffs-european-exports-harm/story?id=71476068,https://s.abcnews.com/images/Business/wine-crate-gty-jt-200626_hpMain_16x9_992.jpg,2020-06-27T01:19:33Z,"Italian wine, French cheese, Belgian chocolates and olives from Spain are just a sampling of imported products that could soon get slammed with costly new tariffs by the U.S.
Earlier this week, the … [+7030 chars]",abc-news,ABC News
The Associated Press,"Baylor to review statues, buildings over links to slavery","Baylor University regents are creating a panel to consider whether any statues, buildings or other tangible tributes on the Waco campus reflect a racist past",https://abcnews.go.com/US/wireStory/baylor-review-statues-buildings-links-slavery-71487154,null,2020-06-27T01:11:32Z,"WACO, Texas -- 
Baylor University regents are creating a panel to consider whether any statues, buildings or other tangible tributes on the Waco campus reflect a racist past.
The regents adopted a … [+1419 chars]",abc-news,ABC News
The Associated Press,Arizona attorney general warns church where Trump had rally,Arizona’s chief attorney has issued a cease-and-desist letter to a company touted by a church where President Donald Trump held a rally and where leaders say they use an air filtration system that neutralizes the coronavirus,https://abcnews.go.com/US/wireStory/arizona-attorney-general-warns-church-trump-rally-71487153,null,2020-06-27T01:09:02Z,"PHOENIX -- 
Arizonas chief attorney has issued a cease-and-desist letter to a company touted by a church where President Donald Trump held a rally that claims its air filtration system neutralizes t… [+1432 chars]",abc-news,ABC News
The Associated Press,"Mexico City reopening shops, street markets, sport complexes",Mexico says it will allow more businesses to reopen in parts of the country despite continued high infection and death rates,https://abcnews.go.com/Health/wireStory/mexico-city-reopening-shops-street-markets-sport-complexes-71487067,https://s.abcnews.com/images/Health/WireAP_47e493463a0742a79e4a4587c9de66c5_16x9_992.jpg,2020-06-27T01:00:48Z,"MEXICO CITY -- 
Mexico said Friday that it will allow more businesses to reopen in parts of the country despite continued high infection and death rates. 
The federal Health Department said 5,441 m… [+957 chars]",abc-news,ABC News
FELICIA FONSECA Associated Press,Judge: Alaska corporations can get tribal virus relief money,A federal judge has ruled that Alaska Native corporations are eligible for a share of coronavirus relief funding set aside for tribes,https://abcnews.go.com/Health/wireStory/judge-alaska-corporations-tribal-virus-relief-money-71486772,null,2020-06-27T00:41:17Z,"FLAGSTAFF, Ariz. -- 
Alaska Native corporations are eligible for a share of coronavirus relief funding set aside for tribes, a federal judge ruled late Friday in a case that has been closely watched… [+2759 chars]",abc-news,ABC News
The Associated Press,Asia Today: Australia expects more cases with return flights,Australian health officials are expecting more cases of COVID-19 as hundreds of nationals return from overseas to begin mandatory quarantine,https://abcnews.go.com/Health/wireStory/asia-today-australia-expects-cases-return-flights-71486770,https://s.abcnews.com/images/Health/WireAP_f80e7a79ad9b463484924239386ac73c_16x9_992.jpg,2020-06-27T00:38:48Z,"CANBERRA, Australia -- 
Australian health officials are expecting more cases of COVID-19 as hundreds of nationals return from overseas to begin mandatory quarantine.
About 300 people are due to arr… [+1125 chars]",abc-news,ABC News
SCOTT SONNER Associated Press,"Nevada, Energy Department settle fight over secret plutonium",Nevada has ended a 2-year legal battle with the U.S. Department of Energy over the secret shipment of weapons grade plutonium to a site near Las Vegas,https://abcnews.go.com/US/wireStory/nevada-energy-department-settle-fight-secret-plutonium-71486617,null,2020-06-27T00:30:48Z,"RENO, Nev. -- 
Nevada ended a two-year legal battle Friday with the U.S. Energy Department over the secret shipment of weapons grade plutonium to a site near Las Vegas.
Nevada said it would drop it… [+1611 chars]",abc-news,ABC News
ALEXIS TRIBOULARD and MARK STEVENSON Associated Press,Latin America's critical food markets fuel virus spread,Mexico City’s main wholesale market detects dozens of coronavirus cases every week,https://abcnews.go.com/Business/wireStory/latin-americas-critical-food-markets-fuel-virus-spread-71486591,https://s.abcnews.com/images/Health/WireAP_8dcbe2f80dba4844804d0c877573e383_16x9_992.jpg,2020-06-27T00:30:21Z,"MEXICO CITY -- 
Mexico City's main wholesale market detects dozens of coronavirus cases every week. A covered food market in Venezuela was the source of one of the largest outbreaks in the country. … [+7291 chars]",abc-news,ABC News
The Associated Press,Man convicted of stealing high tech trade secrets for China,"A federal judge has convicted a Chinese national of economic espionage, stealing trade secrets and engaging in a conspiracy for the benefit of his country’s government",https://abcnews.go.com/Business/wireStory/man-convicted-stealing-high-tech-trade-secrets-china-71486159,null,2020-06-27T00:19:48Z,"SAN JOSE, Calif. -- 
A federal judge has convicted a Chinese national of economic espionage, stealing trade secrets and engaging in a conspiracy for the benefit of his country's government.
U.S. Di… [+1398 chars]",abc-news,ABC News
The Associated Press,Man convicted of stealing high tech trade secrets for China,"A federal judge has convicted a Chinese national of economic espionage, stealing trade secrets and engaging in a conspiracy for the benefit of his country’s government",https://abcnews.go.com/Technology/wireStory/man-convicted-stealing-high-tech-trade-secrets-china-71486158,null,2020-06-27T00:19:32Z,"SAN JOSE, Calif. -- 
A federal judge has convicted a Chinese national of economic espionage, stealing trade secrets and engaging in a conspiracy for the benefit of his country's government.
U.S. Di… [+1398 chars]",abc-news,ABC News
